Index,District,Season,Crop,Year,duration,Area ( in Hectare),Production ( in Tonnes),Yield (Ton./Ha.),Total duration of weeks (SMW),week,tempmax,tempmin,temp,dew,humidity,precip,precipcover,preciptype,windgust,windspeed,winddirection,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,suntime(hrs.)
1449,Surat,Summer,Rice,2014,2013-2014,7609,26194,3.44,50-23,15,38.9,20.1,28.7,16.37142857,55.04285714,0.0,0.0,no rain,30.35115331,18.91428571,251.9714286,1011.228571,11.52857143,4.0,319.1,27.6,10.0,12
1450,Surat,Summer,Rice,2014,2013-2014,7609,26194,3.44,50-23,16,42.8,22.2,30.6,18.82857143,56.54285714,0.5,2.381428571,no rain,30.35115331,19.85714286,266.9142857,1010.071429,46.14285714,4.314285714,289.1428571,24.88571429,9.714285714,12
1451,Surat,Summer,Rice,2014,2013-2014,7609,26194,3.44,50-23,17,42.8,23.6,32.38571429,18.37142857,52.02857143,0.0,0.0,no rain,30.35115331,19.44285714,273.2714286,1008.714286,21.82857143,4.0,315.3857143,27.24285714,10.0,12
1452,Surat,Summer,Rice,2014,2013-2014,7609,26194,3.44,50-23,18,42.3,24.2,31.28571429,20.28571429,59.52857143,0.0,0.0,no rain,30.35115331,19.12857143,249.7285714,1007.757143,10.72857143,4.757142857,302.0428571,26.04285714,9.428571429,12
1453,Surat,Summer,Rice,2014,2013-2014,7609,26194,3.44,50-23,19,42.7,24.1,31.47142857,20.58571429,57.65714286,3.4,4.762857143,rain,30.35115331,20.81428571,250.1857143,1007.585714,20.48571429,4.542857143,293.7571429,25.37142857,9.285714286,13
1454,Surat,Summer,Rice,2014,2013-2014,7609,26194,3.44,50-23,20,41.2,25.2,31.82857143,21.28571429,58.37142857,1.8,4.761428571,no rain,30.35115331,20.57142857,285.8142857,1008.771429,23.2,4.771428571,291.4714286,25.21428571,9.142857143,13
1455,Surat,Summer,Rice,2014,2013-2014,7609,26194,3.44,50-23,21,40.8,24.4,31.98571429,22.14285714,61.71428571,2.8,3.571428571,no rain,30.35115331,19.58571429,249.2285714,1006.542857,26.94285714,5.085714286,312.7142857,27.02857143,9.571428571,13
1456,Surat,Summer,Rice,2014,2013-2014,7609,26194,3.44,50-23,22,40.5,25.9,31.17142857,24.04285714,68.85714286,6.3,11.90428571,no rain,30.35115331,20.25714286,236.2285714,1006.6,52.65714286,4.757142857,269.9142857,23.3,8.428571429,13
1457,Surat,Summer,Rice,2014,2013-2014,7609,26194,3.44,50-23,23,40.0,26.8,31.84285714,23.62857143,64.92857143,5.4,8.332857143,no rain,30.35115331,23.02857143,228.3142857,1003.0,36.82857143,4.785714286,284.8571429,24.55714286,9.0,13
1458,Tapi,Summer,Rice,2013,2013-2014,1349,4300,3.19,50-23,50,34.3,14.7,22.84285714,7.914285714,43.65714286,0.0,0.0,no rain,30.35115331,16.51428571,67.3,1013.357143,12.35714286,3.685714286,214.5857143,18.6,8.0,10
1459,Tapi,Summer,Rice,2013,2013-2014,1349,4300,3.19,50-23,51,33.4,12.6,22.07142857,7.871428571,45.15714286,0.0,0.0,no rain,30.35115331,15.72857143,33.08571429,1014.042857,16.47142857,3.671428571,202.9571429,17.6,7.714285714,10
1460,Tapi,Summer,Rice,2013,2013-2014,1349,4300,3.19,50-23,52,33.4,14.1,22.425,12.2375,56.125,0.0,0.0,no rain,30.35115331,17.4125,189.2,1015.6375,17.4875,3.6875,182.8875,15.725,6.875,10
1461,Tapi,Summer,Rice,2014,2013-2014,1349,4300,3.19,50-23,1,34.3,11.1,22.7,10.17142857,49.58571429,0.0,0.0,no rain,30.35115331,18.41428571,144.6857143,1014.828571,38.48571429,3.657142857,195.1285714,16.87142857,7.285714286,10
1462,Tapi,Summer,Rice,2014,2013-2014,1349,4300,3.19,50-23,2,33.7,9.8,21.41428571,9.914285714,52.65714286,0.0,0.0,no rain,30.35115331,17.32857143,222.1142857,1015.085714,26.4,3.914285714,204.7571429,17.71428571,7.571428571,10
1463,Tapi,Summer,Rice,2014,2013-2014,1349,4300,3.19,50-23,3,33.5,10.9,21.4,8.5,48.8,6.0,1.19,no rain,30.35115331,17.72857143,137.0571429,1016.357143,22.15714286,3.771428571,190.9142857,16.45714286,7.142857143,11
1464,Tapi,Summer,Rice,2014,2013-2014,1349,4300,3.19,50-23,4,33.9,17.2,24.07142857,14.27142857,58.85714286,5.0,1.19,no rain,30.35115331,20.68571429,47.67142857,1015.6,23.12857143,3.742857143,192.3285714,16.6,7.142857143,11
1465,Tapi,Summer,Rice,2014,2013-2014,1349,4300,3.19,50-23,5,34.9,16.9,25.17142857,8.142857143,37.34285714,0.0,0.0,no rain,30.35115331,20.72857143,114.4285714,1014.085714,19.9,3.842857143,222.5571429,19.22857143,7.857142857,11
1466,Tapi,Summer,Rice,2014,2013-2014,1349,4300,3.19,50-23,6,36.8,13.5,23.2,9.6,48.65714286,0.0,0.0,no rain,30.35115331,19.48571429,257.3,1011.257143,19.04285714,3.842857143,248.6571429,21.47142857,8.714285714,11
1467,Tapi,Summer,Rice,2014,2013-2014,1349,4300,3.19,50-23,7,35.5,13.3,22.24285714,9.542857143,50.42857143,2.1,1.191428571,no rain,30.35115331,22.82857143,202.7571429,1012.828571,37.25714286,3.842857143,243.2285714,21.04285714,8.285714286,11
1468,Tapi,Summer,Rice,2014,2013-2014,1349,4300,3.19,50-23,8,37.2,16.5,25.35714286,13.12857143,51.25714286,0.0,0.0,no rain,30.35115331,19.94285714,214.1,1013.371429,18.31428571,3.757142857,243.5857143,21.1,8.714285714,11
1469,Tapi,Summer,Rice,2014,2013-2014,1349,4300,3.19,50-23,9,35.6,13.9,24.42857143,10.01428571,46.77142857,0.2,1.19,no rain,30.35115331,21.22857143,169.8428571,1013.171429,6.642857143,3.957142857,270.0142857,23.25714286,9.285714286,11
1470,Tapi,Summer,Rice,2014,2013-2014,1349,4300,3.19,50-23,10,36.1,17.4,26.82857143,15.47142857,54.77142857,0.2,1.19,no rain,30.35115331,18.94285714,152.7,1013.142857,16.42857143,4.014285714,262.2285714,22.68571429,9.0,11
1471,Tapi,Summer,Rice,2014,2013-2014,1349,4300,3.19,50-23,11,39.2,19.6,28.88571429,13.62857143,44.58571429,3.6,8.332857143,no rain,30.35115331,17.74285714,322.7,1013.957143,10.65714286,3.871428571,281.1571429,24.32857143,9.714285714,12
1472,Tapi,Summer,Rice,2014,2013-2014,1349,4300,3.19,50-23,12,40.2,19.9,28.11428571,13.38571429,49.44285714,0.0,0.0,no rain,30.35115331,18.5,294.1142857,1010.842857,5.514285714,3.9,298.9142857,25.8,10.0,12
1473,Tapi,Summer,Rice,2014,2013-2014,1349,4300,3.19,50-23,13,40.2,21.4,29.2,15.32857143,50.64285714,0.0,0.0,no rain,30.35115331,19.3,299.4857143,1010.685714,7.657142857,3.9,296.5571429,25.61428571,10.0,12
1474,Tapi,Summer,Rice,2014,2013-2014,1349,4300,3.19,50-23,14,42.3,20.4,30.12857143,15.51428571,49.82857143,0.0,0.0,no rain,30.35115331,19.18571429,297.4857143,1010.542857,14.28571429,3.985714286,297.0142857,25.67142857,9.857142857,12
1475,Tapi,Summer,Rice,2014,2013-2014,1349,4300,3.19,50-23,15,38.9,20.1,28.7,16.37142857,55.04285714,0.0,0.0,no rain,30.35115331,18.91428571,251.9714286,1011.228571,11.52857143,4.0,319.1,27.6,10.0,12
1476,Tapi,Summer,Rice,2014,2013-2014,1349,4300,3.19,50-23,16,42.8,22.2,30.6,18.82857143,56.54285714,0.5,2.381428571,no rain,30.35115331,19.85714286,266.9142857,1010.071429,46.14285714,4.314285714,289.1428571,24.88571429,9.714285714,12
1477,Tapi,Summer,Rice,2014,2013-2014,1349,4300,3.19,50-23,17,42.8,23.6,32.38571429,18.37142857,52.02857143,0.0,0.0,no rain,30.35115331,19.44285714,273.2714286,1008.714286,21.82857143,4.0,315.3857143,27.24285714,10.0,12
1478,Tapi,Summer,Rice,2014,2013-2014,1349,4300,3.19,50-23,18,42.3,24.2,31.28571429,20.28571429,59.52857143,0.0,0.0,no rain,30.35115331,19.12857143,249.7285714,1007.757143,10.72857143,4.757142857,302.0428571,26.04285714,9.428571429,12
1479,Tapi,Summer,Rice,2014,2013-2014,1349,4300,3.19,50-23,19,42.7,24.1,31.47142857,20.58571429,57.65714286,3.4,4.762857143,rain,30.35115331,20.81428571,250.1857143,1007.585714,20.48571429,4.542857143,293.7571429,25.37142857,9.285714286,13
1480,Tapi,Summer,Rice,2014,2013-2014,1349,4300,3.19,50-23,20,41.2,25.2,31.82857143,21.28571429,58.37142857,1.8,4.761428571,no rain,30.35115331,20.57142857,285.8142857,1008.771429,23.2,4.771428571,291.4714286,25.21428571,9.142857143,13
1481,Tapi,Summer,Rice,2014,2013-2014,1349,4300,3.19,50-23,21,40.8,24.4,31.98571429,22.14285714,61.71428571,2.8,3.571428571,no rain,30.35115331,19.58571429,249.2285714,1006.542857,26.94285714,5.085714286,312.7142857,27.02857143,9.571428571,13
1482,Tapi,Summer,Rice,2014,2013-2014,1349,4300,3.19,50-23,22,40.5,25.9,31.17142857,24.04285714,68.85714286,6.3,11.90428571,no rain,30.35115331,20.25714286,236.2285714,1006.6,52.65714286,4.757142857,269.9142857,23.3,8.428571429,13
1483,Tapi,Summer,Rice,2014,2013-2014,1349,4300,3.19,50-23,23,40.0,26.8,31.84285714,23.62857143,64.92857143,5.4,8.332857143,no rain,30.35115331,23.02857143,228.3142857,1003.0,36.82857143,4.785714286,284.8571429,24.55714286,9.0,13
1484,Valsad,Summer,Rice,2013,2013-2014,1125,2653,2.36,50-23,50,34.2,14.8,22.85714286,8.1,44.32857143,0.0,0.0,no rain,30.35115331,18.24285714,71.61428571,1013.357143,13.65714286,3.685714286,217.7714286,18.87142857,8.0,10
1485,Valsad,Summer,Rice,2013,2013-2014,1125,2653,2.36,50-23,51,33.6,13.1,22.14285714,8.128571429,45.88571429,0.0,0.0,no rain,30.35115331,16.17142857,84.64285714,1014.042857,13.92857143,3.671428571,207.8714286,17.91428571,7.714285714,10
1486,Valsad,Summer,Rice,2013,2013-2014,1125,2653,2.36,50-23,52,33.3,14.7,22.5375,12.3125,56.075,0.0,0.0,no rain,30.35115331,17.9625,202.025,1015.6375,15.675,3.6875,187.15,16.1875,6.75,10
1487,Valsad,Summer,Rice,2014,2013-2014,1125,2653,2.36,50-23,1,34.2,12.2,22.91428571,10.5,50.18571429,0.0,0.0,no rain,30.35115331,18.57142857,148.6428571,1014.828571,37.6,3.657142857,202.7857143,17.5,7.428571429,10
1488,Valsad,Summer,Rice,2014,2013-2014,1125,2653,2.36,50-23,2,33.9,10.5,21.55714286,9.771428571,52.08571429,0.0,0.0,no rain,30.35115331,17.48571429,225.3714286,1015.085714,24.87142857,3.914285714,209.3285714,18.11428571,7.571428571,10
1489,Valsad,Summer,Rice,2014,2013-2014,1125,2653,2.36,50-23,3,33.2,11.3,21.6,8.857142857,49.5,6.0,1.19,no rain,30.35115331,18.37142857,138.2,1016.357143,23.15714286,3.771428571,193.9285714,16.68571429,7.0,11
1490,Valsad,Summer,Rice,2014,2013-2014,1125,2653,2.36,50-23,4,34.2,17.4,24.37142857,14.1,57.3,5.0,1.19,no rain,30.35115331,21.07142857,47.57142857,1015.6,23.67142857,3.742857143,197.0285714,16.98571429,7.285714286,11
1491,Valsad,Summer,Rice,2014,2013-2014,1125,2653,2.36,50-23,5,35.7,16.8,25.22857143,8.085714286,37.1,0.0,0.0,no rain,30.35115331,22.12857143,67.02857143,1014.085714,20.1,3.842857143,224.2571429,19.31428571,8.0,11
1492,Valsad,Summer,Rice,2014,2013-2014,1125,2653,2.36,50-23,6,36.4,13.3,23.34285714,9.357142857,47.44285714,0.0,0.0,no rain,30.35115331,20.35714286,264.9428571,1011.257143,18.37142857,3.842857143,251.4428571,21.78571429,8.857142857,11
1493,Valsad,Summer,Rice,2014,2013-2014,1125,2653,2.36,50-23,7,35.8,13.3,22.3,9.585714286,50.37142857,2.2,1.785714286,no rain,30.35115331,23.41428571,204.7285714,1012.828571,38.55714286,3.842857143,250.1857143,21.61428571,8.714285714,11
1494,Valsad,Summer,Rice,2014,2013-2014,1125,2653,2.36,50-23,8,37.1,17.0,25.38571429,13.14285714,51.05714286,0.0,0.0,no rain,30.35115331,20.15714286,270.9571429,1013.371429,20.34285714,3.757142857,250.8,21.7,8.857142857,11
1495,Valsad,Summer,Rice,2014,2013-2014,1125,2653,2.36,50-23,9,35.7,14.0,24.5,10.08571429,46.58571429,0.0,0.0,no rain,30.35115331,21.7,173.8571429,1013.171429,7.785714286,3.957142857,272.2571429,23.57142857,9.285714286,11
1496,Valsad,Summer,Rice,2014,2013-2014,1125,2653,2.36,50-23,10,36.0,18.1,26.62857143,15.32857143,55.31428571,0.3,1.785714286,no rain,30.35115331,19.38571429,176.3,1013.142857,11.78571429,4.014285714,273.1428571,23.6,9.285714286,11
1497,Valsad,Summer,Rice,2014,2013-2014,1125,2653,2.36,50-23,11,39.7,18.7,29.08571429,13.15714286,42.44285714,4.2,7.142857143,no rain,30.35115331,18.88571429,298.1142857,1013.957143,12.94285714,3.871428571,272.9714286,23.6,9.428571429,12
1498,Valsad,Summer,Rice,2014,2013-2014,1125,2653,2.36,50-23,12,40.9,19.9,28.18571429,12.94285714,48.01428571,0.0,0.0,no rain,30.35115331,20.31428571,258.5428571,1010.842857,6.771428571,3.9,299.3,25.85714286,10.0,12
1499,Valsad,Summer,Rice,2014,2013-2014,1125,2653,2.36,50-23,13,40.7,21.2,29.31428571,14.7,48.62857143,0.0,0.0,no rain,30.35115331,21.5,317.6571429,1010.685714,10.4,3.9,297.4714286,25.72857143,10.0,12
1500,Valsad,Summer,Rice,2014,2013-2014,1125,2653,2.36,50-23,14,43.1,20.5,30.18571429,14.85714286,47.85714286,0.0,0.0,no rain,30.35115331,21.07142857,315.9428571,1010.542857,17.32857143,3.985714286,293.6857143,25.4,9.714285714,12
1501,Valsad,Summer,Rice,2014,2013-2014,1125,2653,2.36,50-23,15,38.8,19.9,28.58571429,15.72857143,53.3,0.0,0.0,no rain,30.35115331,19.9,264.3142857,1011.228571,10.94285714,4.0,320.7142857,27.7,10.0,12
1502,Valsad,Summer,Rice,2014,2013-2014,1125,2653,2.36,50-23,16,42.3,21.9,30.58571429,18.37142857,55.45714286,0.6,2.381428571,no rain,30.35115331,20.77142857,216.2285714,1010.071429,43.48571429,4.314285714,291.7571429,25.2,9.857142857,12
1503,Valsad,Summer,Rice,2014,2013-2014,1125,2653,2.36,50-23,17,43.2,23.8,32.38571429,17.74285714,50.01428571,0.0,0.0,no rain,30.35115331,21.0,287.7142857,1008.714286,27.58571429,4.0,310.2,26.75714286,9.714285714,12
1504,Valsad,Summer,Rice,2014,2013-2014,1125,2653,2.36,50-23,18,42.5,23.8,31.18571429,19.7,58.5,0.0,0.0,no rain,30.35115331,20.4,267.8285714,1007.757143,12.72857143,4.757142857,300.5285714,25.85714286,9.428571429,12
1505,Valsad,Summer,Rice,2014,2013-2014,1125,2653,2.36,50-23,19,43.1,23.1,31.28571429,20.17142857,57.04285714,3.1,5.952857143,no rain,30.35115331,21.48571429,256.9285714,1007.585714,21.48571429,4.542857143,292.8714286,25.28571429,9.285714286,13
1506,Valsad,Summer,Rice,2014,2013-2014,1125,2653,2.36,50-23,20,41.2,24.5,31.51428571,21.2,59.07142857,2.2,5.357142857,no rain,30.35115331,22.17142857,298.0285714,1008.771429,24.9,4.771428571,285.0,24.6,9.142857143,13
1507,Valsad,Summer,Rice,2014,2013-2014,1125,2653,2.36,50-23,21,41.0,24.1,31.71428571,21.82857143,61.72857143,3.7,4.167142857,no rain,30.35115331,20.68571429,262.0428571,1006.542857,29.58571429,5.085714286,306.0142857,26.4,9.428571429,13
1508,Valsad,Summer,Rice,2014,2013-2014,1125,2653,2.36,50-23,22,40.1,24.9,30.7,23.97142857,70.4,9.5,13.09428571,no rain,30.35115331,19.48571429,246.9428571,1006.6,53.25714286,4.757142857,268.3857143,23.14285714,8.571428571,13
1509,Valsad,Summer,Rice,2014,2013-2014,1125,2653,2.36,50-23,23,39.7,26.3,31.6,23.42857143,65.1,8.4,15.47714286,no rain,30.35115331,22.32857143,230.1142857,1003.0,38.17142857,4.785714286,285.2571429,24.64285714,9.0,13
1510,Bharuch,Summer,Rice,2014,2014-2015,1680,5393,3.21,50-23,50,35.4,11.1,23.21428571,9.1,45.01428571,2.3,2.381428571,no rain,30.35115331,18.04285714,186.9142857,1014.6,23.62857143,3.814285714,187.3,16.2,7.0,10
1511,Bharuch,Summer,Rice,2014,2014-2015,1680,5393,3.21,50-23,51,33.1,12.2,21.85714286,4.985714286,37.28571429,0.0,0.0,no rain,30.35115331,18.68571429,75.62857143,1015.785714,31.05714286,3.857142857,187.4714286,16.11428571,6.857142857,10
1512,Bharuch,Summer,Rice,2014,2014-2015,1680,5393,3.21,50-23,52,32.3,13.4,21.7,6.225,40.05,0.0,0.0,no rain,30.35115331,17.6125,103.3625,1014.1,8.875,4.0875,190.0125,16.4,7.125,10
1513,Bharuch,Summer,Rice,2015,2014-2015,1680,5393,3.21,50-23,1,32.9,14.1,22.2,10.55714286,53.31428571,0.0,0.0,no rain,24.17142857,16.25714286,47.12857143,1014.157143,4.771428571,3.628571429,190.6,16.45714286,7.142857143,10
1514,Bharuch,Summer,Rice,2015,2014-2015,1680,5393,3.21,50-23,2,34.3,13.9,22.37142857,3.8,35.34285714,0.0,0.0,no rain,24.04285714,15.68571429,58.08571429,1015.542857,24.25714286,3.757142857,219.0857143,18.95714286,8.0,10
1515,Bharuch,Summer,Rice,2015,2014-2015,1680,5393,3.21,50-23,3,33.4,14.7,22.61428571,10.05714286,50.32857143,0.2,1.19,no rain,25.54285714,18.31428571,104.1428571,1015.014286,37.4,3.671428571,206.1,17.85714286,7.571428571,10
1516,Bharuch,Summer,Rice,2015,2014-2015,1680,5393,3.21,50-23,4,32.0,12.3,22.31428571,12.32857143,56.84285714,0.7,1.785714286,no rain,28.75714286,17.54285714,206.5857143,1015.942857,40.5,3.885714286,195.7428571,16.94285714,7.142857143,11
1517,Bharuch,Summer,Rice,2015,2014-2015,1680,5393,3.21,50-23,5,35.1,13.7,23.77142857,9.1,45.0,0.0,0.0,no rain,27.87142857,19.72857143,143.8428571,1016.0,8.171428571,3.571428571,226.2,19.52857143,8.0,11
1518,Bharuch,Summer,Rice,2015,2014-2015,1680,5393,3.21,50-23,6,35.6,14.4,24.9,10.11428571,43.81428571,0.0,0.0,no rain,26.07142857,18.71428571,200.7,1014.228571,5.757142857,3.828571429,221.8571429,19.08571429,8.0,11
1519,Bharuch,Summer,Rice,2015,2014-2015,1680,5393,3.21,50-23,7,36.2,16.2,25.4,11.01428571,49.04285714,0.0,0.0,no rain,21.18571429,14.5,194.6714286,1012.614286,0.0,3.671428571,253.3285714,21.98571429,9.0,11
1520,Bharuch,Summer,Rice,2015,2014-2015,1680,5393,3.21,50-23,8,39.5,18.4,27.44285714,11.07142857,44.14285714,0.0,0.0,no rain,23.08571429,15.68571429,201.8857143,1011.928571,1.457142857,3.785714286,256.6571429,22.22857143,8.857142857,11
1521,Bharuch,Summer,Rice,2015,2014-2015,1680,5393,3.21,50-23,9,33.3,15.8,23.17142857,11.94285714,54.82857143,4.7,5.952857143,no rain,29.37142857,20.21428571,255.6428571,1011.142857,11.47142857,3.914285714,259.0714286,22.34285714,9.142857143,11
1522,Bharuch,Summer,Rice,2015,2014-2015,1680,5393,3.21,50-23,10,38.7,17.4,27.12857143,10.75714286,40.74285714,0.3,1.19,no rain,28.12857143,18.11428571,235.0285714,1014.057143,5.9,3.971428571,273.2428571,23.62857143,9.142857143,11
1523,Bharuch,Summer,Rice,2015,2014-2015,1680,5393,3.21,50-23,11,38.2,18.1,27.61428571,13.47142857,46.5,2.0,7.738571429,rain,31.48571429,18.51428571,177.0428571,1013.714286,20.24285714,3.971428571,269.4285714,23.31428571,9.285714286,12
1524,Bharuch,Summer,Rice,2015,2014-2015,1680,5393,3.21,50-23,12,43.3,20.2,31.27142857,11.77142857,35.15714286,0.0,0.0,no rain,24.31428571,15.67142857,235.5571429,1011.171429,10.12857143,3.971428571,287.9571429,24.87142857,9.571428571,12
1525,Bharuch,Summer,Rice,2015,2014-2015,1680,5393,3.21,50-23,13,43.2,21.0,30.54285714,16.74285714,51.05714286,0.5,1.785714286,no rain,27.14285714,18.41428571,248.9142857,1010.157143,29.3,3.885714286,272.3714286,23.6,9.0,12
1526,Bharuch,Summer,Rice,2015,2014-2015,1680,5393,3.21,50-23,14,38.2,21.4,28.22857143,19.57142857,65.02857143,0.0,0.0,no rain,30.6,20.84285714,239.3142857,1007.842857,6.985714286,4.0,291.5428571,25.15714286,9.428571429,12
1527,Bharuch,Summer,Rice,2015,2014-2015,1680,5393,3.21,50-23,15,39.1,22.3,28.91428571,19.87142857,63.14285714,9.9,4.167142857,no rain,29.25714286,19.18571429,230.7285714,1010.242857,13.98571429,4.0,277.9,24.02857143,8.857142857,12
1528,Bharuch,Summer,Rice,2015,2014-2015,1680,5393,3.21,50-23,16,43.3,24.5,32.18571429,19.38571429,54.97142857,0.0,0.0,no rain,26.22857143,18.25714286,259.2428571,1008.571429,11.64285714,3.971428571,296.6,25.55714286,9.714285714,12
1529,Bharuch,Summer,Rice,2015,2014-2015,1680,5393,3.21,50-23,17,41.1,24.1,30.95714286,21.18571429,63.0,0.0,0.0,no rain,33.72857143,23.75714286,229.9571429,1008.3,18.12857143,4.0,317.0428571,27.41428571,9.857142857,12
1530,Bharuch,Summer,Rice,2015,2014-2015,1680,5393,3.21,50-23,18,42.9,24.8,32.07142857,20.51428571,58.77142857,0.0,0.0,no rain,26.65714286,20.37142857,232.6142857,1007.671429,11.37142857,3.971428571,308.4142857,26.64285714,9.857142857,12
1531,Bharuch,Summer,Rice,2015,2014-2015,1680,5393,3.21,50-23,19,42.6,25.8,32.85714286,20.54285714,54.97142857,0.1,0.595714286,no rain,28.08571429,21.4,253.0,1006.671429,15.37142857,4.0,297.8714286,25.8,9.428571429,13
1532,Bharuch,Summer,Rice,2015,2014-2015,1680,5393,3.21,50-23,20,43.8,26.7,33.18571429,22.24285714,58.9,0.2,1.19,no rain,30.25714286,24.78571429,237.3714286,1005.785714,26.7,4.0,317.6,27.47142857,10.0,13
1533,Bharuch,Summer,Rice,2015,2014-2015,1680,5393,3.21,50-23,21,39.9,27.7,31.77142857,24.35714286,67.58571429,0.0,0.0,no rain,44.28571429,30.04285714,233.5,1006.657143,43.97142857,4.0,282.6857143,24.45714286,8.857142857,13
1534,Bharuch,Summer,Rice,2015,2014-2015,1680,5393,3.21,50-23,22,41.7,26.7,32.1,23.42857143,64.01428571,0.0,0.0,no rain,40.15714286,26.31428571,234.5285714,1005.285714,44.32857143,4.0,277.4857143,23.94285714,8.714285714,13
1535,Bharuch,Summer,Rice,2015,2014-2015,1680,5393,3.21,50-23,23,39.4,26.7,31.57142857,24.04285714,66.87142857,10.2,13.69142857,rain,35.3,21.1,224.5285714,1005.0,56.78571429,3.971428571,214.7285714,18.55714286,7.0,13
1536,Navsari,Summer,Rice,2014,2014-2015,9091,29976,3.3,50-23,50,35.8,11.6,23.45714286,10.0,47.02857143,2.4,2.977142857,no rain,30.35115331,17.54285714,138.5142857,1014.6,26.97142857,3.814285714,188.0285714,16.2,7.0,10
1537,Navsari,Summer,Rice,2014,2014-2015,9091,29976,3.3,50-23,51,33.3,13.5,22.37142857,5.228571429,36.94285714,0.0,0.0,no rain,30.35115331,20.32857143,80.44285714,1015.785714,31.32857143,3.857142857,194.7714286,16.78571429,7.285714286,10
1538,Navsari,Summer,Rice,2014,2014-2015,9091,29976,3.3,50-23,52,33.1,14.4,22.175,7.0,41.225,0.0,0.0,no rain,30.35115331,18.45,108.45,1014.1,12.025,4.0875,193.1875,16.6375,7.125,10
1539,Navsari,Summer,Rice,2015,2014-2015,9091,29976,3.3,50-23,1,33.1,14.1,22.4,11.04285714,54.25714286,0.0,0.0,no rain,24.17142857,16.61428571,58.98571429,1013.728571,3.714285714,3.628571429,195.2714286,16.92857143,7.142857143,10
1540,Navsari,Summer,Rice,2015,2014-2015,9091,29976,3.3,50-23,2,34.8,14.1,22.64285714,3.628571429,34.6,0.0,0.0,no rain,26.98571429,17.77142857,59.42857143,1015.228571,23.22857143,3.757142857,223.8428571,19.34285714,8.0,10
1541,Navsari,Summer,Rice,2015,2014-2015,9091,29976,3.3,50-23,3,33.4,15.2,22.77142857,9.8,49.57142857,0.0,0.0,no rain,26.48571429,18.14285714,108.9285714,1014.842857,37.51428571,3.671428571,210.7714286,18.2,7.714285714,11
1542,Navsari,Summer,Rice,2015,2014-2015,9091,29976,3.3,50-23,4,32.6,13.4,22.38571429,12.67142857,57.7,1.1,3.571428571,no rain,29.77142857,18.15714286,203.7,1015.571429,43.41428571,3.885714286,199.8857143,17.27142857,7.571428571,11
1543,Navsari,Summer,Rice,2015,2014-2015,9091,29976,3.3,50-23,5,35.8,13.7,24.2,9.328571429,44.2,0.0,0.0,no rain,29.27142857,20.01428571,99.3,1015.585714,8.428571429,3.571428571,227.9714286,19.67142857,8.0,11
1544,Navsari,Summer,Rice,2015,2014-2015,9091,29976,3.3,50-23,6,36.0,14.8,24.85714286,10.44285714,45.04285714,0.0,0.0,no rain,29.05714286,18.92857143,196.0571429,1013.928571,9.442857143,3.828571429,229.4714286,19.75714286,8.285714286,11
1545,Navsari,Summer,Rice,2015,2014-2015,9091,29976,3.3,50-23,7,36.3,16.6,25.37142857,10.74285714,47.57142857,0.0,0.0,no rain,23.8,15.84285714,207.5285714,1012.671429,0.214285714,3.671428571,257.8285714,22.31428571,9.0,11
1546,Navsari,Summer,Rice,2015,2014-2015,9091,29976,3.3,50-23,8,39.4,18.2,27.3,11.04285714,44.01428571,0.0,0.0,no rain,27.24285714,17.68571429,210.0714286,1011.842857,2.014285714,3.785714286,259.9714286,22.48571429,9.0,11
1547,Navsari,Summer,Rice,2015,2014-2015,9091,29976,3.3,50-23,9,32.9,16.2,22.75714286,12.47142857,57.15714286,9.1,7.142857143,no rain,32.52857143,20.2,259.9142857,1011.314286,12.75714286,3.914285714,259.6428571,22.47142857,8.714285714,11
1548,Navsari,Summer,Rice,2015,2014-2015,9091,29976,3.3,50-23,10,38.5,15.9,26.72857143,11.71428571,44.04285714,0.6,1.19,no rain,29.15714286,17.62857143,142.2857143,1013.857143,7.914285714,3.971428571,276.5142857,23.87142857,9.142857143,11
1549,Navsari,Summer,Rice,2015,2014-2015,9091,29976,3.3,50-23,11,38.2,18.2,27.34285714,13.68571429,48.04285714,2.1,7.142857143,no rain,32.7,19.07142857,170.1,1013.671429,19.6,3.971428571,272.3714286,23.52857143,9.428571429,12
1550,Navsari,Summer,Rice,2015,2014-2015,9091,29976,3.3,50-23,12,43.3,20.8,31.12857143,12.11428571,35.55714286,0.0,0.0,no rain,28.24285714,17.72857143,194.2428571,1011.057143,10.61428571,3.971428571,287.8428571,24.87142857,9.714285714,12
1551,Navsari,Summer,Rice,2015,2014-2015,9091,29976,3.3,50-23,13,43.0,20.9,30.12857143,16.97142857,52.42857143,2.3,6.547142857,no rain,30.32857143,18.67142857,254.8285714,1010.385714,30.82857143,3.885714286,273.8,23.72857143,9.142857143,12
1552,Navsari,Summer,Rice,2015,2014-2015,9091,29976,3.3,50-23,14,37.3,20.8,27.78571429,19.27142857,65.78571429,0.0,0.0,no rain,35.52857143,19.38571429,248.8571429,1008.285714,7.828571429,4.0,297.0,25.67142857,9.571428571,12
1553,Navsari,Summer,Rice,2015,2014-2015,9091,29976,3.3,50-23,15,38.6,21.4,28.5,19.64285714,63.88571429,9.1,6.548571429,rain,33.48571429,19.8,240.3285714,1010.528571,14.14285714,4.0,281.4142857,24.28571429,9.285714286,12
