ID,Yield (Ton./Ha.),District,Year,Is_Synthetic,Germination_Rainfall_Total,Germination_Rainy_Weeks,Germination_Max_Weekly_Rain,Germination_Mean_Temp,Germination_Heat_Stress_Weeks,Germination_Night_Stress_Weeks,Germination_Mean_Humidity,Germination_Mean_Solar,Vegetative_Rainfall_Total,Vegetative_Rainy_Weeks,Vegetative_Max_Weekly_Rain,Vegetative_Mean_Temp,Vegetative_Heat_Stress_Weeks,Vegetative_Night_Stress_Weeks,Vegetative_Mean_Humidity,Vegetative_Mean_Solar,Reproductive_Rainfall_Total,Reproductive_Rainy_Weeks,Reproductive_Max_Weekly_Rain,Reproductive_Mean_Temp,Reproductive_Heat_Stress_Weeks,Reproductive_Night_Stress_Weeks,Reproductive_Mean_Humidity,Reproductive_Mean_Solar,Ripening_Rainfall_Total,Ripening_Rainy_Weeks,Ripening_Max_Weekly_Rain,Ripening_Mean_Temp,Ripening_Heat_Stress_Weeks,Ripening_Night_Stress_Weeks,Ripening_Mean_Humidity,Ripening_Mean_Solar,Germination_Rain_x_Temp,Germination_Heat_x_Humidity,Vegetative_Rain_x_Temp,Vegetative_Heat_x_Humidity,Reproductive_Rain_x_Temp,Reproductive_Heat_x_Humidity,Ripening_Rain_x_Temp,Ripening_Heat_x_Humidity
535,2.76,Navsari,2021,1,156.01425834641552,2.0,144.89445159602306,30.578883033052712,1.0,1.0,84.40923805611837,233.93571425,0.0,0.0,0.0,27.618308999999996,0.0,0.0,68.8311,247.99189561538464,0.0,0.0,0.0,27.618308999999996,0.0,0.0,68.8311,247.99189561538464,0.0,0.0,0.0,27.618308999999996,0.0,0.0,68.8311,247.99189561538464,4770.741757463508,84.40923805611837,0.0,0.0,0.0,0.0,0.0,0.0
536,1.0,Narmada,2019,1,0.0,0.0,0.0,32.8078517283775,2.0,2.0,59.139503817687455,298.4642857,357.87517111989456,7.0,121.90302144927536,28.9698448058536,6.0,2.0,79.844352298278,172.01020406571428,1083.8477886693017,6.0,559.1680129644268,26.58648989522644,0.0,0.0,89.62801858414328,114.82142857333332,371.0590402108037,7.0,102.41382366271412,26.986874566363895,0.0,0.0,80.2061955964774,165.85714286125,0.0,118.27900763537491,10367.588167211647,479.06611378966795,28815.708281419913,0.0,10013.723774884336,0.0
537,2.17,Bharuch,2017,1,119.33337802316336,1.0,115.31030360384656,32.03259455035661,2.0,2.0,70.01231665576488,238.98571425,0.0,0.0,0.0,27.349837999999995,0.0,0.0,55.94783400000001,257.29340658461535,0.0,0.0,0.0,27.349837999999995,0.0,0.0,55.94783400000001,257.29340658461535,0.0,0.0,0.0,27.349837999999995,0.0,0.0,55.94783400000001,257.29340658461535,3822.557714540428,140.02463331152975,0.0,0.0,0.0,0.0,0.0,0.0
538,0.85,Narmada,2018,1,0.9659595969198592,0.0,0.8693636372278734,32.44912139788319,2.0,2.0,63.384494275743535,281.91428575,718.3841522292993,7.0,292.00958614887344,27.88690312186098,4.0,1.0,84.609495733092,145.80816326285714,258.0078083372944,6.0,102.874697071965,26.538040881813927,0.0,0.0,86.44381962608459,145.35238096666666,38.73497983648635,2.0,32.16645457743131,27.894545882540406,7.0,0.0,67.21389794504518,225.68214285,31.344540225902826,126.76898855148707,20033.5092574987,338.437982932368,6847.021765482332,0.0,1080.4946723081462,470.49728561531623
539,2.15,Surat,2015,1,15.618676923076924,1.0,15.618676923076924,31.34066468583115,2.0,2.0,67.41030391221994,239.62142855,781.6032180219781,6.0,395.0409641758242,27.986579232463434,0.0,2.0,85.11952301407851,214.39591835714288,144.3611995604396,6.0,67.71812065934067,27.325941560891227,1.0,0.0,83.62669826564071,253.74047620000002,479.71650549450555,4.0,390.0206751648352,27.913564079468284,6.0,0.0,74.00378293539579,222.60535715,489.4997162824829,134.8206078244399,21874.400389520484,0.0,3944.8057028487283,83.62669826564071,13390.59741609948,444.0226976123747
540,2.92,Valsad,2022,1,14.978883231446243,1.0,11.597645481684111,30.449781262600638,0.0,2.0,68.03821776745522,272.33571429999995,0.0,0.0,0.0,27.235354999999995,0.0,0.0,55.03174200000001,250.4087912076923,0.0,0.0,0.0,27.235354999999995,0.0,0.0,55.03174200000001,250.4087912076923,0.0,0.0,0.0,27.235354999999995,0.0,0.0,55.03174200000001,250.4087912076923,456.1037179555747,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,2.39,Bharuch,2020,1,83.61614425160086,1.0,83.3661246880513,31.321060423944957,2.0,2.0,67.30286750908593,238.8357143,0.0,0.0,0.0,27.255754000000003,0.0,0.0,57.028499999999994,250.561214296,0.0,0.0,0.0,27.255754000000003,0.0,0.0,57.028499999999994,250.561214296,0.0,0.0,0.0,27.255754000000003,0.0,0.0,57.028499999999994,250.561214296,2618.9463065216883,134.60573501817186,0.0,0.0,0.0,0.0,0.0,0.0
542,2.39,Bharuch,2020,1,118.1040434341008,1.0,117.75090204427563,31.341714169902584,2.0,2.0,68.73052125860443,238.8357143,0.0,0.0,0.0,27.273726999999994,0.0,0.0,58.23821,250.561214296,0.0,0.0,0.0,27.273726999999994,0.0,0.0,58.23821,250.561214296,0.0,0.0,0.0,27.273726999999994,0.0,0.0,58.23821,250.561214296,3701.5831716213474,137.46104251720885,0.0,0.0,0.0,0.0,0.0,0.0
543,0.85,Narmada,2018,1,0.8922095826599485,0.0,0.8029886243939538,32.482047481097766,2.0,2.0,62.33568861363912,281.91428575,663.5362666242038,7.0,269.71495683810247,27.91519992785237,4.0,1.0,83.20948585359967,145.80816326285714,238.30917952847227,6.0,95.02032055328452,26.56496899896422,0.0,0.0,85.01345769745018,145.35238096666666,35.77760426466394,2.0,29.71057910257629,27.922850443631575,7.0,0.0,66.10172820160291,225.68214285,28.98079402705087,124.67137722727824,18522.747542195404,332.8379434143987,6330.675966342465,0.0,999.0126931136465,462.7120974112204
544,2.17,Bharuch,2017,1,85.48796185123908,1.0,82.60591461365486,31.940871864115593,2.0,2.0,69.57887796208627,238.98571425,0.0,0.0,0.0,27.271524000000003,0.0,0.0,55.60146699999999,257.29340658461535,0.0,0.0,0.0,27.271524000000003,0.0,0.0,55.60146699999999,257.29340658461535,0.0,0.0,0.0,27.271524000000003,0.0,0.0,55.60146699999999,257.29340658461535,2730.5600354148296,139.15775592417253,0.0,0.0,0.0,0.0,0.0,0.0
545,0.85,Narmada,2018,1,0.7672523053522198,0.0,0.6905270748169978,32.30039586561256,2.0,2.0,59.5405300091097,281.91428575,570.605539490446,7.0,231.94037190797604,27.75908781187699,2.0,1.0,79.47833736491084,145.80816326285714,204.93309075957788,6.0,81.7123705200114,26.416407873413732,0.0,0.0,81.20141834938669,145.35238096666666,30.766817444624017,1.0,25.54950176822892,27.76669554314419,6.0,0.0,63.137698791385596,225.68214285,24.78255319168054,119.0810600182194,15839.489276658733,158.95667472982169,5413.596112264324,0.0,854.2928528163726,378.8261927483136
546,0.85,Narmada,2018,1,0.7169188611084703,0.0,0.6452269749976233,32.112253124602475,2.0,2.0,57.55845670700431,281.91428575,533.1725570063693,7.0,216.72457171309057,27.59739719698189,2.0,1.0,76.83254481716878,145.80816326285714,191.4890278020724,6.0,76.35185870805208,26.262538075482382,0.0,0.0,78.49826533111853,145.35238096666666,28.748446330449656,1.0,23.873398074912057,27.604960614878458,6.0,0.0,61.03587760988738,225.68214285,23.02187993771692,115.11691341400862,14714.174830235243,153.66508963433756,5028.987883689031,0.0,793.5997286910099,366.21526565932425
547,2.17,Bharuch,2017,1,95.80981331115112,1.0,92.57978651197016,31.896097410348606,2.0,2.0,70.50903041348585,238.98571425,0.0,0.0,0.0,27.233295,0.0,0.0,56.34476500000001,257.29340658461535,0.0,0.0,0.0,27.233295,0.0,0.0,56.34476500000001,257.29340658461535,0.0,0.0,0.0,27.233295,0.0,0.0,56.34476500000001,257.29340658461535,3055.9591382397907,141.0180608269717,0.0,0.0,0.0,0.0,0.0,0.0
548,2.32,Valsad,2019,1,0.0,0.0,0.0,30.36488051106777,1.0,2.0,75.35722110401517,287.8857143,1008.4455668571735,7.0,534.2031581594491,28.359757801330677,1.0,4.0,84.68594012367339,161.92040816285711,974.1060070014137,6.0,423.9193373192024,27.068311375912845,0.0,5.0,88.02373867279194,128.7928571316667,464.13102614141224,7.0,207.7374764596602,27.72383876413407,2.0,4.0,80.90952061118807,172.1750000175,0.0,75.35722110401517,28599.272031895063,84.68594012367339,26367.404710661405,0.0,12867.493734176607,161.81904122237614
549,0.54,Narmada,2016,1,0.0,0.0,0.0,32.98789364379559,2.0,2.0,50.282560211651145,302.8571429,217.83459149032993,6.0,66.33485228668943,28.445992802633135,4.0,1.0,70.02252690257411,214.4408163285714,339.175022116041,6.0,146.57736500568828,26.295323596540243,0.0,0.0,77.22367063856949,234.5,129.77878639362913,2.0,100.47893997724688,25.74660481434193,1.0,0.0,67.72167217840777,227.3696428625,0.0,100.56512042330229,6196.521221698455,280.09010761029646,8918.716962404993,0.0,3341.3631265616646,67.72167217840777
550,2.92,Valsad,2022,1,13.998799209681255,1.0,10.838799388082778,30.52331929294934,1.0,2.0,67.66372145601613,272.33571429999995,0.0,0.0,0.0,27.301130000000004,0.0,0.0,54.72883600000003,250.4087912076923,0.0,0.0,0.0,27.301130000000004,0.0,0.0,54.72883600000003,250.4087912076923,0.0,0.0,0.0,27.301130000000004,0.0,0.0,54.72883600000003,250.4087912076923,427.2898179949878,67.66372145601613,0.0,0.0,0.0,0.0,0.0,0.0
551,0.79,Narmada,2017,1,26.40051356670296,2.0,13.72826705468554,31.065808839468172,2.0,1.0,69.62995282384503,226.8714286,707.9177710577003,7.0,189.12367900510844,27.85379545485829,3.0,0.0,84.79219213450854,155.71224489857144,335.9105344359769,6.0,160.99513182313038,27.320843698136333,0.0,0.0,84.43896842223079,164.5595238,76.12948093961981,3.0,25.632498626580688,28.34468999352972,7.0,0.0,69.18568235967066,213.5464285625,820.1533077269802,139.25990564769006,19718.196793900384,254.37657640352563,9177.359207882768,0.0,2157.866536601853,484.2997765176947
552,2.57,Valsad,2021,1,90.13287056419796,2.0,84.49823984287256,29.443154154586573,1.0,2.0,79.60770315105006,221.55,698.3583644169119,7.0,172.33924489016007,28.370873993723215,0.0,6.0,83.88732051697157,173.37755101285714,710.0769569814369,6.0,259.4882615567379,27.34980109796757,0.0,3.0,85.46530614032827,160.5642857,578.2384080374532,5.0,223.89053395068308,27.627600518369874,3.0,2.0,77.33826227964113,184.46785715,2653.796002417079,79.60770315105006,19813.037159334846,0.0,19420.463537692372,0.0,15975.339741636912,232.01478683892338
553,2.17,Bharuch,2017,1,100.27126708132766,1.0,96.89083173063248,31.900959132015053,2.0,2.0,70.43888399083542,238.98571425,0.0,0.0,0.0,27.237446,0.0,0.0,56.288709999999995,257.29340658461535,0.0,0.0,0.0,27.237446,0.0,0.0,56.288709999999995,257.29340658461535,0.0,0.0,0.0,27.237446,0.0,0.0,56.288709999999995,257.29340658461535,3198.7495932768,140.87776798167084,0.0,0.0,0.0,0.0,0.0,0.0
554,2.15,Surat,2015,1,14.629295604395605,1.0,14.629295604395605,31.096069010610336,2.0,2.0,66.96040170964324,239.62142855,732.0917500313972,6.0,370.016683822606,27.768160245083767,0.0,2.0,84.55142795050811,214.39591835714288,135.21648937205651,6.0,63.42844594191523,27.112678466629152,1.0,0.0,83.06856644364326,253.74047620000002,449.32836499215074,4.0,365.3144102354788,27.695714932927256,6.0,0.0,73.50987528316212,222.60535715,454.91358569090414,133.92080341928647,20328.841028975647,0.0,3666.081199730946,83.06856644364326,12444.470308100897,441.05925169897273
555,0.79,Narmada,2017,1,26.14556569801524,2.0,13.595694162967924,31.016264258688693,2.0,1.0,69.3562948123674,226.8714286,701.081459844234,7.0,187.29732518214556,27.809373478721767,3.0,0.0,84.45894384483836,155.71224489857144,332.6666704631102,6.0,159.44041336571473,27.277271687680706,0.0,0.0,84.10710836413034,164.5595238,75.39430399464031,3.0,25.38496742316389,28.299485125685763,7.0,0.0,68.91377040957686,213.5464285625,810.9377748825472,138.7125896247348,19496.63615581578,253.37683153451508,9074.239151658403,0.0,2133.619984457754,482.396392867038
556,0.85,Narmada,2018,1,0.8775775263808345,0.0,0.7898197737427511,32.448660235243004,2.0,2.0,61.32017980309962,281.91428575,652.6544063694266,7.0,265.2916862249263,27.88650679686614,4.0,1.0,81.85392264600397,145.80816326285714,234.4009572963209,6.0,93.46200655955889,26.537663726671614,0.0,0.0,83.62850603931933,145.35238096666666,35.190858807871464,2.0,29.223331628481787,27.894149448927664,7.0,0.0,65.02486695448215,225.68214285,28.476214983616703,122.64035960619924,18200.25153922565,327.41569058401586,6220.453781939677,0.0,981.619074822879,455.17406868137505
557,2.92,Valsad,2022,1,4.394268372383444,0.0,3.402334202545195,30.477247758861775,0.0,2.0,66.92840651761244,272.33571429999995,0.0,0.0,0.0,27.259921999999996,0.0,0.0,54.134087000000015,250.4087912076923,0.0,0.0,0.0,27.259921999999996,0.0,0.0,54.134087000000015,250.4087912076923,0.0,0.0,0.0,27.259921999999996,0.0,0.0,54.134087000000015,250.4087912076923,133.9252059040605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,2.39,Bharuch,2020,1,101.15191154334103,1.0,100.84945850627952,31.239969218400766,2.0,2.0,68.13491711024903,238.8357143,0.0,0.0,0.0,27.185188000000004,0.0,0.0,57.73353,250.561214296,0.0,0.0,0.0,27.185188000000004,0.0,0.0,57.73353,250.561214296,0.0,0.0,0.0,27.185188000000004,0.0,0.0,57.73353,250.561214296,3159.982602996371,136.26983422049807,0.0,0.0,0.0,0.0,0.0,0.0
559,2.76,Navsari,2021,1,96.99881496598641,2.0,90.08529251700682,30.30665009349675,0.0,1.0,79.03862515711651,233.93571425,0.0,0.0,0.0,27.372433000000004,0.0,0.0,64.45166,247.99189561538464,0.0,0.0,0.0,27.372433000000004,0.0,0.0,64.45166,247.99189561538464,0.0,0.0,0.0,27.372433000000004,0.0,0.0,64.45166,247.99189561538464,2939.709144657986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,2.31,Navsari,2020,1,224.17316481727576,1.0,219.5510377076412,30.322819095482245,1.0,1.0,73.98553866540243,226.9,0.0,0.0,0.0,27.315627999999997,0.0,0.0,61.8319,249.92292856800003,0.0,0.0,0.0,27.315627999999997,0.0,0.0,61.8319,249.92292856800003,0.0,0.0,0.0,27.315627999999997,0.0,0.0,61.8319,249.92292856800003,6797.562322815978,73.98553866540243,0.0,0.0,0.0,0.0,0.0,0.0
561,1.03,Narmada,2021,1,36.950382262190864,1.0,34.671940460500814,30.39885132452745,2.0,1.0,68.54679047474539,237.3071429,431.41800201566014,7.0,112.63427515311264,28.40874816764877,3.0,3.0,80.22327073476883,167.91632654428574,236.36357125358558,6.0,76.17920632607179,27.27057389233697,0.0,0.0,83.23907482171566,145.89761905,573.0776444685634,6.0,204.8616367780448,26.8482683529227,3.0,1.0,75.86771437210417,181.8607143,1123.2491767727963,137.09358094949079,12256.045374253079,240.66981220430648,6445.77023532756,0.0,15386.142385752819,227.60314311631254
562,2.92,Valsad,2022,1,18.087403377735495,1.0,14.004468078020937,30.4941668164561,1.0,2.0,68.13633163209701,272.33571429999995,0.0,0.0,0.0,27.275054999999995,0.0,0.0,55.1111,250.4087912076923,0.0,0.0,0.0,27.275054999999995,0.0,0.0,55.1111,250.4087912076923,0.0,0.0,0.0,27.275054999999995,0.0,0.0,55.1111,250.4087912076923,551.5602958771977,68.13633163209701,0.0,0.0,0.0,0.0,0.0,0.0
563,0.85,Narmada,2018,1,0.7826324175301833,0.0,0.7043691757771651,32.29998581419698,2.0,2.0,60.25065701238897,281.91428575,582.0437289171975,7.0,236.58977981937448,27.758735412070507,2.0,1.0,80.4262582774376,145.80816326285714,209.04111872231198,6.0,83.35035246696454,26.416072518841357,0.0,0.0,82.1698900755479,145.35238096666666,31.383559942960353,1.0,26.061659503755106,27.76634304675805,6.0,0.0,63.89072844748398,225.68214285,25.27901598395561,120.50131402477794,16156.797869267379,160.8525165548752,5522.045351588319,0.0,871.4066914047316,383.3443706849039
564,2.94,Tapi,2021,1,51.82130934189408,1.0,48.59637807383629,29.905715276426406,1.0,1.0,76.00083983723458,212.6285714,484.1845083146069,7.0,211.28860032102733,28.509390832778983,1.0,3.0,82.48458495357438,160.21836734285716,567.8103122311398,6.0,213.5126908507224,27.26606970088031,0.0,2.0,85.99856936248983,141.97857143333334,628.1943701123597,5.0,287.68611001605143,27.394616176551544,3.0,0.0,76.6883474344464,178.055357125,1549.7533224303002,76.00083983723458,13803.805382718054,82.48458495357438,15481.95555017287,0.0,17209.143653498657,230.0650423033392
565,2.76,Navsari,2021,1,151.32338753532184,2.0,140.53791930926218,30.61759060746777,1.0,1.0,84.16599666714693,233.93571425,0.0,0.0,0.0,27.653269000000005,0.0,0.0,68.63274999999999,247.99189561538464,0.0,0.0,0.0,27.653269000000005,0.0,0.0,68.63274999999999,247.99189561538464,0.0,0.0,0.0,27.653269000000005,0.0,0.0,68.63274999999999,247.99189561538464,4633.157528891676,84.16599666714693,0.0,0.0,0.0,0.0,0.0,0.0
566,2.91,Navsari,2017,1,278.3393716066324,2.0,264.0001939050887,31.026863247071162,2.0,1.0,76.12652469287016,226.4357143,0.0,0.0,0.0,27.314664999999998,0.0,0.0,60.18915599999998,257.33537088076923,0.0,0.0,0.0,27.314664999999998,0.0,0.0,60.18915599999998,257.33537088076923,0.0,0.0,0.0,27.314664999999998,0.0,0.0,60.18915599999998,257.33537088076923,8635.997619114707,152.25304938574033,0.0,0.0,0.0,0.0,0.0,0.0
567,2.39,Bharuch,2020,1,86.52347007829685,1.0,86.26475735697504,31.284912633768414,2.0,2.0,67.12685815130331,238.8357143,0.0,0.0,0.0,27.224297999999997,0.0,0.0,56.87935999999999,250.561214296,0.0,0.0,0.0,27.224297999999997,0.0,0.0,56.87935999999999,250.561214296,0.0,0.0,0.0,27.224297999999997,0.0,0.0,56.87935999999999,250.561214296,2706.8792021699924,134.25371630260662,0.0,0.0,0.0,0.0,0.0,0.0
568,2.92,Surat,2015,1,0.0,0.0,0.0,31.23957961562898,2.0,2.0,68.18220418869183,239.62142855,0.0,0.0,0.0,27.317718999999993,0.0,0.0,52.297832,255.13605768846156,0.0,0.0,0.0,27.317718999999993,0.0,0.0,52.297832,255.13605768846156,0.0,0.0,0.0,27.317718999999993,0.0,0.0,52.297832,255.13605768846156,0.0,136.36440837738365,0.0,0.0,0.0,0.0,0.0,0.0
569,2.35,Tapi,2021,1,72.56972076038018,1.0,68.05357933966982,30.179336807534796,2.0,1.0,76.02905389106618,212.6285714,0.0,0.0,0.0,27.29092799999999,0.0,0.0,61.90525000000002,242.9629807576923,0.0,0.0,0.0,27.29092799999999,0.0,0.0,61.90525000000002,242.9629807576923,0.0,0.0,0.0,27.29092799999999,0.0,0.0,61.90525000000002,242.9629807576923,2190.1060448562635,152.05810778213237,0.0,0.0,0.0,0.0,0.0,0.0
570,2.15,Surat,2015,1,14.468947252747252,1.0,14.468947252747252,31.10108365053499,2.0,2.0,65.65457257875254,239.62142855,724.0674603767662,6.0,365.9610158712716,27.77263821704066,0.0,2.0,82.90254719625362,214.39591835714288,133.7344124646782,6.0,62.733221302982734,27.11705073374294,1.0,0.0,81.44860373204237,253.74047620000002,444.4033799058085,4.0,361.3102828257457,27.700181222148476,6.0,0.0,72.07632150955817,222.60535715,449.99993884287073,131.30914515750507,20109.263621775353,0.0,3626.482847651983,81.44860373204237,12310.054159126192,432.457929057349
571,2.94,Tapi,2021,1,48.93458968860354,1.0,45.88930406420546,30.151996722620513,2.0,1.0,75.52927035344351,212.6285714,457.21288305617986,7.0,199.51871332263244,28.74417317921376,1.0,3.0,81.9727851730643,160.21836734285716,536.1802895922955,6.0,201.61891030497597,27.490612970148153,0.0,2.0,85.46496603589644,141.97857143333334,593.2006376629214,5.0,271.6604796661316,27.620218059921704,4.0,1.0,76.21251210828551,178.055357125,1475.4755879135535,151.05854070688702,13142.206290334443,81.9727851730643,14739.924823403751,0.0,16384.330965534493,304.85004843314204
572,0.85,Narmada,2018,1,0.7550946858066355,0.0,0.679585217225972,32.16552263682874,2.0,2.0,59.090079033761285,281.91428575,561.5639178343949,7.0,228.26512351934596,27.64317722623407,2.0,1.0,78.87704788059457,145.80816326285714,201.68579057895238,6.0,80.41758403840669,26.30610376947702,0.0,0.0,80.58709297993566,145.35238096666666,30.279296900846084,1.0,25.14465303736096,27.650753190730235,6.0,0.0,62.66003361108769,225.68214285,24.28801520926242,118.18015806752257,15523.410904554526,157.75409576118915,5305.567335798932,0.0,837.2453653941379,375.96020166652613
573,2.96,Surat,2017,1,198.25153,1.0,193.50583209455417,30.752910437495984,2.0,1.0,73.00141162084253,240.75714285,0.0,0.0,0.0,26.754667000000005,0.0,0.0,59.189727999999995,257.9466346153846,0.0,0.0,0.0,26.754667000000005,0.0,0.0,59.189727999999995,257.9466346153846,0.0,0.0,0.0,26.754667000000005,0.0,0.0,59.189727999999995,257.9466346153846,6096.811546186548,146.00282324168506,0.0,0.0,0.0,0.0,0.0,0.0
574,2.94,Tapi,2021,1,49.43401901765651,1.0,46.35765302728733,30.23641569275142,2.0,1.0,74.85708542402753,212.6285714,461.8792248988766,7.0,201.55501316211885,28.824650552549144,1.0,4.0,81.24325514374269,160.21836734285716,541.6525774767257,6.0,203.67664487961483,27.567580650151456,0.0,2.0,84.70435677946453,141.97857143333334,599.2548786067417,5.0,274.433062658106,27.69754860571804,4.0,2.0,75.53424655861988,178.055357125,1494.7075483812416,149.71417084805506,13313.507255192373,81.24325514374269,14932.051113952046,0.0,16597.891127423893,302.13698623447954
575,2.35,Tapi,2021,1,69.04020552276137,1.0,64.743712046023,30.195012056806164,2.0,1.0,74.98042827515339,212.6285714,0.0,0.0,0.0,27.305102999999992,0.0,0.0,61.051426000000006,242.9629807576923,0.0,0.0,0.0,27.305102999999992,0.0,0.0,61.051426000000006,242.9629807576923,0.0,0.0,0.0,27.305102999999992,0.0,0.0,61.051426000000006,242.9629807576923,2084.669838164155,149.96085655030677,0.0,0.0,0.0,0.0,0.0,0.0
576,2.32,Valsad,2019,1,0.0,0.0,0.0,30.429486136378852,1.0,2.0,74.9209217005218,287.8857143,1078.0818106926142,7.0,571.0915164425714,28.420097241354423,1.0,6.0,84.19562977757883,161.92040816285711,1041.37099943578,6.0,453.1922612233831,27.12590307899623,0.0,5.0,87.51410331053269,128.7928571316667,496.1806898716055,7.0,222.0823831556037,27.78282519547298,2.0,4.0,80.44107478658859,172.1750000175,0.0,74.9209217005218,30639.189894019546,84.19562977757883,28248.128799972408,0.0,13785.301372072006,160.88214957317717
577,1.0,Narmada,2019,1,0.0,0.0,0.0,32.73273690729737,2.0,2.0,59.47175945758213,298.4642857,390.2014434571806,7.0,132.91431976811594,28.90351724721529,6.0,2.0,80.29293124555193,172.01020406571428,1181.749966903821,6.0,609.676734798419,26.525619118067286,0.0,0.0,90.13156380763671,114.82142857333332,404.57618963899876,7.0,111.66469497760212,26.9250870933118,0.0,0.0,80.65680744001901,165.85714286125,0.0,118.94351891516426,11278.194150852922,481.75758747331156,31346.649514879377,0.0,10893.249141910272,0.0
578,2.76,Navsari,2021,1,93.84438215593931,2.0,87.15568969126113,30.319056225399514,0.0,1.0,78.27399980578011,233.93571425,0.0,0.0,0.0,27.383638000000005,0.0,0.0,63.82815000000001,247.99189561538464,0.0,0.0,0.0,27.383638000000005,0.0,0.0,63.82815000000001,247.99189561538464,0.0,0.0,0.0,27.383638000000005,0.0,0.0,63.82815000000001,247.99189561538464,2845.273099023803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,0.79,Narmada,2017,1,28.62728121597856,2.0,14.886186232308852,31.07645720722375,2.0,1.0,69.88619290529101,226.8714286,767.6275334059123,7.0,205.0754327108282,27.86334284694212,3.0,0.0,85.10422966056424,155.71224489857144,364.24311627166895,6.0,174.57436581525832,27.330208411367973,0.0,0.0,84.74970607561487,164.5595238,82.55066910643998,3.0,27.794487580604635,28.354405648593733,7.0,0.0,69.4402875139724,213.5464285625,889.634479667518,139.77238581058202,21388.669142041454,255.31268898169273,9954.84028011085,0.0,2340.6751584068343,486.08201259780674
580,2.91,Navsari,2017,1,275.08461771297885,2.0,260.9131147970269,31.077446230507174,2.0,1.0,75.17693953889224,226.4357143,0.0,0.0,0.0,27.359195999999997,0.0,0.0,59.43837,257.33537088076923,0.0,0.0,0.0,27.359195999999997,0.0,0.0,59.43837,257.33537088076923,0.0,0.0,0.0,27.359195999999997,0.0,0.0,59.43837,257.33537088076923,8548.927415814722,150.35387907778448,0.0,0.0,0.0,0.0,0.0,0.0
581,2.92,Valsad,2022,1,15.221178888558516,1.0,11.785246859538535,30.620455456427184,2.0,2.0,67.43690160663505,272.33571429999995,0.0,0.0,0.0,27.38801199999999,0.0,0.0,54.545376,250.4087912076923,0.0,0.0,0.0,27.38801199999999,0.0,0.0,54.545376,250.4087912076923,0.0,0.0,0.0,27.38801199999999,0.0,0.0,54.545376,250.4087912076923,466.07943015141586,134.8738032132701,0.0,0.0,0.0,0.0,0.0,0.0
582,2.57,Valsad,2021,1,94.6685255179234,2.0,88.75034961953199,29.506199463666192,1.0,2.0,80.78173522623969,221.55,733.5010660219502,7.0,181.0116786528305,28.43162327725452,0.0,6.0,85.12446718859162,173.37755101285714,745.8093601246962,6.0,272.54619715333166,27.408364003777,0.0,3.0,86.72572450127835,160.5642857,607.3364483354303,5.0,235.157125184814,27.686758263653,3.0,2.0,78.47882527746366,184.46785715,2793.308396863021,80.78173522623969,20854.625982600686,0.0,20441.41441972168,0.0,16815.17742976864,235.43647583239095
583,1.02,Narmada,2020,1,59.022225781961744,1.0,57.52166071970848,30.258604594266348,2.0,1.0,67.58822339881436,226.67857145,294.3108275432736,7.0,68.8259175220164,28.669466830113493,6.0,2.0,82.17305055589031,178.95102041428572,757.5852810962648,6.0,320.12054661402976,27.14294684875073,1.0,1.0,87.87891951899951,135.45238095,206.77786557849984,4.0,99.437444791983,27.955624113521054,6.0,0.0,72.94192214964276,198.14285715,1785.9301922098932,135.17644679762873,8437.734507995136,493.0383033353419,20563.097018191795,87.87891951899951,5780.604285108725,437.65153289785655
584,2.88,Tapi,2019,1,0.0,0.0,0.0,31.46185377283588,2.0,2.0,68.58778188192372,291.15,655.8444493526276,7.0,282.79531302361005,28.955140286543166,1.0,4.0,80.41111608464244,159.66938773857146,737.429826351866,6.0,369.1738309215537,27.201766069227364,0.0,3.0,86.46059831736375,111.84047618833331,347.45172429550644,7.0,118.1968149276466,27.85291012914524,2.0,2.0,78.55738546743412,164.33035713875,0.0,137.17556376384744,18990.068037155987,80.41111608464244,20059.393628894417,0.0,9677.54165101929,157.11477093486823
585,0.85,Narmada,2018,1,0.7610251925087935,0.0,0.6849226732579142,32.34064247013312,2.0,2.0,58.47962909118404,281.91428575,565.9744356687897,7.0,230.0579156954083,27.79367590279898,3.0,1.0,78.06218199893173,145.80816326285714,203.26982891909876,6.0,81.04918300218651,26.449322972193276,0.0,0.0,79.75456090202185,145.35238096666666,30.51711021960262,1.0,25.342138910542825,27.801293113372655,6.0,0.0,62.01270305162233,225.68214285,24.61204366169112,116.95925818236807,15730.510034247893,234.1865459967952,5376.349355583716,0.0,848.4151261882727,372.076218309734
586,2.88,Tapi,2019,1,0.0,0.0,0.0,31.304652934616833,2.0,2.0,70.2739121880766,291.15,661.0769602202823,7.0,285.0515333059933,28.810464376577407,1.0,4.0,82.3879057702355,159.66938773857146,743.3132482277812,6.0,372.1192032339328,27.065850987490734,0.0,3.0,88.58610567612321,111.84047618833331,350.2237915519362,7.0,119.13982225086411,27.713741571222506,2.0,2.0,80.48860389693233,164.33035713875,0.0,140.5478243761532,19045.934212602522,82.3879057702355,20118.405613560837,0.0,9706.011651164059,160.97720779386466
